2018-01-10T11:03:10Z,HMRC forces Apple to pay £137m extra tax
2017-12-20T05:27:03Z,Apple in Federation Square: Melbourne plan sparks furore
2018-01-03T06:00:08Z,Apple leads race to become world's first $1tn company
2018-01-19T19:20:49Z,Buses for Apple employees attacked with pellet guns, company suspects
2018-01-08T13:10:12Z,Apple investors call for action over iPhone 'addiction' among children
2018-01-09T10:52:24Z,Apple plans 'more robust' parental tools after iPhone addiction claims
2018-01-23T14:44:58Z,Apple HomePod finally available to buy, three years after the Echo
2017-12-29T07:15:16Z,Apple apologises for slowing down older iPhones with ageing batteries
2017-09-05T09:24:43Z,Apple cancels its London music festival
2017-12-22T10:46:42Z,Apple faces lawsuits over its intentional slowing of older iPhones
2016-08-31T19:07:57Z,After Apple: will other tech companies face Irish tax bills of their own?
2016-09-02T13:54:36Z,Apple releases macOS security update to fix flaw one week after iOS patch
2016-09-21T18:50:57Z,What's next for Apple's €13bn tax battle?
2017-09-01T17:24:16Z,Upgrade downturn: why are people holding on to their old phones?
2016-08-30T16:48:18Z,Apple to shareholders: order to pay back $14.5bn in taxes ‘will be overturned’
2016-08-30T14:33:46Z,Apple ordered to pay up to €13bn after EU rules Ireland broke state aid laws
2016-09-16T14:35:03Z,Apple dropped the iPhone 7 headphone jack for a speaker grille … but no speaker
2017-06-23T06:38:23Z,Hinkley Point C: watchdog confirms fears of political vanity project | Nils Pratley
2017-11-14T07:00:24Z,What I learned after downloading every iPhone App of the Day for a month
2016-08-24T17:51:29Z,US warns Europe over plan to demand millions in unpaid taxes from Apple
2016-12-12T07:45:23Z,Apple 13in MacBook Pro review: the best computer you shouldn’t buy
2016-09-02T13:56:17Z,Apple tax: European commissioner defends €13bn ruling
2016-11-18T22:02:39Z,Apple to fix 'touch disease' flaw for iPhone 6 Plus
2016-08-30T12:25:30Z,Unpaid EU back taxes cost Apple billions
2017-09-09T07:00:01Z,If you don't have a mobile phone, tell us why
2016-09-20T10:47:56Z,Apple patents bold new innovation – a paper bag
2017-09-26T10:00:39Z,'From heroes to villains': tech industry faces bipartisan backlash in Washington
2017-01-24T12:00:46Z,Apple sued for not using iPhone safety fix it patented to stop distracted driving
2017-08-10T13:06:53Z,The 'iPhone 8' will be able to tell when owner is looking at it, leak suggests
2017-09-29T09:24:03Z,iPhone 8 review: so this is what good battery life feels like
2016-06-21T20:09:55Z,Free credits in your Amazon account? Apple pays up after price-fixing suit
2016-03-22T16:20:19Z,Apple confirms it held talks to buy Imagination Technologies
2016-04-15T09:34:58Z,Apple expects your iPhone to be replaced after three years
2016-02-18T09:26:42Z,Google, WhatsApp and Snowden back Apple against FBI
