2017-12-28T12:00:16Z,Death in an Amazon dumpster
2018-02-01T00:30:11Z,Amazon patents wristband that tracks warehouse workers' movements
2018-02-01T16:58:17Z,Amazon fulfillment centers don't boost employment, analysis finds
2017-12-20T11:39:13Z,Amazon removes circumcision training kits from sale
2018-01-25T08:03:37Z,Sky takes on Netflix and Amazon with cheaper streaming
2018-01-25T07:00:08Z,Amazon Prime: how did I become an ‘accidental’ member?
2017-12-17T12:07:25Z,Amazon Prime could face investigation over delivery complaints
2018-02-05T09:00:16Z,Amazon Echo Spot review: cute smart speaker with a screen
2018-02-04T07:00:47Z,Healthcare is a huge industry –  no wonder Amazon is muscling in | John Naughton
2018-01-26T10:00:43Z,Andreas Gursky’s Amazon: immensity of the image and the enterprise
2016-09-20T10:13:49Z,Incentivised reviews are warping Amazon’s product star ratings, report says
2016-04-18T08:40:18Z,Amazon takes on Netflix by offering Prime Video as standalone service
2015-12-14T09:07:13Z,Amazon pulls hoverboards over safety fears
2016-05-05T19:36:01Z,Facebook, Apple and Amazon to lobby next president over tech worker visas
2016-02-29T13:36:59Z,Amazon to start selling fresh and frozen Morrisons food
2016-01-28T22:40:12Z,Amazon shares plunge after missing holiday quarter estimates
2017-08-18T08:00:18Z,Please, no more brilliant TV. I’m at breaking point | Jack Bernhardt
2016-08-30T18:49:21Z,When Jeff Bezos delivered for me | Brief letters
2016-04-26T08:00:13Z,Amazon Kindle Oasis review: the luxury e-reader really is something special
2016-03-07T19:01:13Z,Amazon reverses 'backward' decision to remove encryption from Fire tablets
2015-09-17T13:40:15Z,Amazon releases £50 tablet that’s hardy enough to survive family life
2015-11-01T15:18:34Z,UK losing millions in VAT from non-EU sellers on Amazon and eBay
2015-07-30T09:59:33Z,Top Gear's Clarkson, Hammond and May sign Amazon deal
2015-08-21T14:12:39Z,The office after Amazon: is the workplace becoming a jungle?
2015-06-30T11:03:58Z,Amazon offers one-hour deliveries in central London
2015-08-19T13:00:06Z,Brand damage for Amazon and a triumph for old media
2016-03-09T20:08:38Z,Style Code Live: Amazon's new shopping show is the ultimate capitalist dream
2015-08-18T13:23:17Z,Amazon exposé shows how little tech has changed the landscape
2015-08-17T12:44:20Z,Jeff Bezos defends Amazon after NYT exposé of working practices
2015-11-10T15:57:31Z,Amazon's new bookshop 'reverse showroomed' in Seattle
2015-09-17T13:00:01Z,Amazon launches gaming and 4K streaming Fire TV update
2015-11-03T12:20:38Z,Amazon begins a new chapter with opening of first physical bookstore
2016-05-26T11:00:10Z,Virtual assistants such as Amazon's Echo break US child privacy law, experts say
2016-12-28T17:18:42Z,Why entertainment may have saved 2016 from oblivion
2017-03-03T12:08:32Z,Welcome to the Absent Corporation, where customer services don’t exist | David Boyle
2017-06-01T11:08:39Z,Apple has started production on Siri-based Echo competitor, reports say
2016-09-02T12:56:42Z,Palo Alto mayor pushes for ban on large tech companies taking over downtown
2015-07-17T09:33:37Z,The book world need not fear Amazon
2016-10-27T21:56:39Z,Google's Alphabet defies expectations with 20% revenue rise
2016-07-31T23:01:15Z,Prince and Bowie drive rise in entertainment spending online
2017-03-29T06:20:00Z,Cycle freight: why the bike is good for moving more than people
2015-08-21T11:30:01Z,How to leave your job and take a leap (from Amazon or anywhere else)
2015-05-22T16:08:23Z,Top Amazon UK executives quit as directors of British arm
2015-07-30T17:18:31Z,Top Gear crew to film Amazon motoring show in new year, says producer
2015-05-22T23:32:46Z,Amazon to begin paying corporation tax on UK retail sales
2016-01-23T15:19:58Z,Blue Origin launches and lands sub-orbital rocket for second time
2017-05-21T09:00:01Z,The great digital-age swindle… and the man fighting back
2016-08-07T05:59:08Z,Why Uber has been taken for a ride in China | John Naughton
2015-08-16T13:36:46Z,Amazon boss says Jeremy Clarkson's Top Gear follow-on show 'expensive but worth it'
2015-12-06T18:30:29Z,Can broadcast TV match streaming’s big budget shows?
2015-12-29T06:00:17Z,Amazon UK to expand grocery range as supermarkets look on warily
2016-04-27T13:04:15Z,Former Asda director takes helm of Amazon’s UK operations
2015-10-10T06:00:14Z,Can Argos beat Amazon at its own game?
2015-12-22T19:15:02Z,Amazon and eBay face crackdown over VAT fraud by overseas sellers
2016-08-25T17:26:16Z,War of words hots up between US and EU over tax avoidance
2016-11-01T15:04:24Z,Consumers question worth of top-end tablets as sales fall dramatically
2017-09-21T17:43:42Z,Ryanair boss Michael O’Leary may be flying by the seat of his pants in row with pilots | Nils Pratley
2016-03-18T15:50:52Z,Amazon's UK boss leaves for US retailer Shutterfly
2017-09-23T17:00:21Z,Secrets of the TV writers’ room: inside Narcos, Transparent and Silicon Valley
2016-07-29T14:57:29Z,Are drone deliveries a realistic prospect?
2017-01-18T10:23:18Z,The Panama chef using rainforest ingredients to transform fine dining
2014-12-18T17:23:56Z,Amazon Prime two-hour delivery service to be trialled in Manhattan
2016-04-18T13:26:21Z,Pizza, porn and whale snot: seven alternative uses for drones
2014-11-22T15:06:44Z,Former Amazon employee set for hunger strike at Seattle headquarters
2015-01-29T23:14:05Z,Amazon reports $89bn in sales last year as shares jump 11% after hours
2015-01-06T13:32:23Z,Amazon shipped 5bn items in 2014, with 40% from third-party sellers
2014-08-01T07:00:03Z,Trolls: now available on Amazon books
2014-12-09T20:06:34Z,Amazon threatens to take drone testing abroad as US delays approval
2015-08-22T11:15:10Z,Amazon's brutal work culture will stay: bottom lines matter more than people | Mike Daisey
2015-09-15T14:18:03Z,Income for US authors falls below federal poverty line – survey
2016-03-07T19:01:13Z,Amazon reverses 'backward' decision to remove encryption from Fire tablets
2016-11-07T13:58:26Z,UK online sellers warned over price fixing
2017-11-17T06:00:05Z,UK shoppers forecast to spend £10bn in Black Friday sales
2016-04-17T23:01:01Z,Sainsbury's hires 150 digital experts for face-off with Amazon and Tesco
2017-05-13T18:00:02Z,How to escape the online spies
2017-04-22T11:00:12Z,As more buy clothes online, Walmart eyes a piece of the action
2016-06-20T11:42:39Z,Amazon's express delivery service rattles Paris authorities
2016-03-16T19:51:22Z,Osborne targets overseas sellers on Amazon and eBay in VAT clampdown
2016-04-27T20:21:57Z,Amazon must pay consumers for in-app purchases made by children, judge rules
2016-02-17T13:37:45Z,Amazon in talks to hire former Marks & Spencer womenswear boss
2016-01-29T21:52:50Z,European commission unfairly targeting US companies over taxes, official says
2015-03-24T21:46:09Z,Amazon warns Congress: US risks being left behind in delivery drone business
2015-02-03T18:01:49Z,Amazon reportedly looking to buy hundreds of US retail stores
2015-02-02T15:30:05Z,Amazon, the greedy giant with small publishers in its grip
2015-01-29T16:11:50Z,Amazon challenges Google with cloud email service for business market
2014-11-10T13:52:10Z,Amazon takes 22.5% of UK entertainment market
2015-11-26T14:40:54Z,What is Black Friday and who's to blame for it?
2015-02-15T19:50:37Z,Amazon dismayed by proposed FAA rules on commercial use of drones
2016-06-09T07:00:00Z,From YouTube to the blockchain: how music and tech are colliding in 2016
2014-11-03T07:30:09Z,Open thread: #SamaritansRadar, Amazon diversity, Facebook research
2014-11-13T21:15:06Z,Amazon and publisher Hachette end dispute over online book sales
2014-11-12T18:28:29Z,Amazon to begin testing same-day delivery drones in Cambridge
2014-08-26T13:17:22Z,Life beyond Amazon: live-streaming Twitch alternatives
2014-12-03T12:42:49Z,Jeff Bezos: I’ve made billions of dollars of failures at Amazon
2014-06-22T07:30:00Z,Amazon: just another greedy retailer?
2015-08-14T14:45:54Z,Anne Rice hits out at 'internet lynch mobs' attacking controversial books
2015-09-02T16:23:58Z,YouTubers Caspar Lee and Joe Sugg set pre-order DVD sales records
2014-11-24T07:30:06Z,Can Amazon take on Netflix with ad-supported video? Open thread
2016-10-28T14:30:40Z,Uber’s defeat shows it doesn’t have to be a rigged economy | Frances O’Grady
2015-12-26T06:59:17Z,How to collect a refund for something you didn't want for Christmas
2014-12-08T15:58:51Z,Amazon goes head to head with Wattpad in battle for fanfic writers
2015-01-15T20:24:36Z,Amazon’s Luxembourg tax deal to be scrutinised by Brussels
2014-10-20T15:52:00Z,Amazon spreads Christmas cheer and improves pay for temporary staff
2014-12-23T15:46:51Z,‘Amazon-free’ Christmas campaign diverts reported £5m worth of sales from online retailer
2015-08-03T20:07:26Z,Walmart and other large retailers to stop selling realistic toy guns in New York
2015-09-28T11:05:52Z,Five of the best media-streaming boxes to turn your dumb TV into a smart one
2014-07-25T16:14:11Z,Writers unite in campaign against 'thuggish' Amazon
2015-02-03T15:58:42Z,Amazon's first bricks-and-mortar store opens in ... Indiana
2014-11-24T06:00:05Z,Amazon to open fashion photography studio in east London by summer 2015
2014-12-14T18:11:36Z,Amazon sellers hit by nightmare before Christmas as glitch cuts prices to 1p
2016-11-19T07:00:01Z,Black Friday: a shopper’s guide
2017-11-26T19:00:59Z,The rise of the robots brings threats and opportunities | Letters
2016-03-02T14:49:36Z,Amazon recalls Fire 7 and Kids Edition power adapter over electrical shock risk
2016-02-29T19:37:36Z,Stock market reaction to Morrisons' Amazon tie-up is hard to argue with
2017-03-30T10:18:21Z,Christopher Nolan and Sofia Coppola urge fans to watch films in cinemas, not on Netflix
2016-11-16T19:45:49Z,Snapchat's potential $25bn flotation may sink company's appeal
2015-10-22T21:09:37Z,Amazon confounds expectations with third-quarter profit surge
2016-01-22T11:58:47Z,Amazon to create more than 2,500 permanent jobs across UK this year
2016-01-21T19:08:51Z,Seattle bookstores face new threat from Amazon: a brick-and-mortar location
2016-02-18T13:45:46Z,Amazon: the obscure subsidiary at the heart of US and EU tax disputes
2015-03-27T21:56:53Z,Amazon to remove non-compete clause from contracts for hourly workers
2014-11-05T13:37:56Z,Amazon ‘undeterred’ by Fire Phone failure
2015-10-08T12:22:31Z,Need faster broadband? Try posting your data via Amazon's big box
2016-02-11T19:52:39Z,Former Sainsbury's boss wades into tax row to criticise 'unfair' rates bills
2015-02-16T15:59:41Z,Giles Coren declares war on Amazon Prime over free trial
2015-01-21T16:30:33Z,Amazon drops its nappies after customers raise a stink
2015-07-16T17:02:27Z,Leading authors call for government probe of Amazon's 'damaging' power
2016-02-29T18:59:27Z,The Guardian view on the automated future: fewer shops and fewer people | Editorial
2016-12-17T17:48:00Z,Southern rail dispute reflects workers’ growing fears about rise of automation
2015-04-23T11:00:00Z,Amazon dash: tech's chance to be more Mary Poppins and less Minority Report
2017-03-17T00:01:02Z,Gig economy companies trying to have their cake and eat it, say workers
2016-12-23T08:00:10Z,Alexa, lights! How I turned my home into a sci-fi dream
2016-02-02T13:52:37Z,Sainsbury's agrees terms to buy Home Retail Group in £1.3bn deal
2015-06-23T19:43:23Z,Amazon joins retailers banning the sale of items featuring Confederate flag
2016-02-11T19:31:52Z,Facebook director appointed to digital economy advisory group
2016-06-21T18:21:36Z,Banks are prepared for the EU referendum, or so they keep telling us
2015-07-14T10:25:07Z,Amazon at 20: what has the online giant ever done for retail?
2015-10-20T13:59:19Z,Washington Post rekindles Amazon’s row with New York Times
2016-04-19T10:40:19Z,Google Now turns Siri on after being prodded by Alexa in virtual threesome
2015-05-25T18:08:38Z,Amazon and Penguin Random House said to be in dispute
2018-02-07T11:00:38Z,As Queer Eye gets a reboot, television enjoys a wealth of gay perspectives
2015-11-16T16:30:06Z,Amazon should take a leaf out of John Lewis's book
2015-12-08T11:52:08Z,Amazon boss Jeff Bezos wants to send Donald Trump into space
2015-11-17T17:23:01Z,Merci Amazon, mais nous n'avons pas besoin de ta solidarité
2016-07-26T17:59:41Z,Corporate ownership of our power and skies | Letters
2015-09-20T08:00:03Z,Amazon reaches for Prime to boost Washington Post
2015-08-19T18:51:39Z,Going against the flow on Amazon sales | Letters
2015-11-29T21:01:41Z,Amazon unveils hybrid drone prototype to make deliveries within 30 minutes
2015-08-17T12:24:48Z,Why I’m finally going to boycott Amazon
2016-02-29T15:58:12Z,Amazon's tie-up with Morrisons is an upgrade but not game-changer
2017-06-25T06:00:21Z,Tech giants face no contest when it comes to competition law | John Naughton
2016-10-25T07:00:16Z,Amazon Fire HD 8 review: cutting the right corners for a decent £90 tablet
2016-07-25T23:00:57Z,Amazon to test drone delivery in partnership with UK government
2018-01-12T14:16:00Z,CES 2018: voice-controlled showers, non-compliant robots and smart toilets
2016-10-17T16:40:16Z,Mark Haddon joins John Le Carré and Ian Rankin in the fight against Amazon
2017-01-15T07:00:09Z,Amazon’s Echo seems great, but what does it hear? | John Naughton
2017-10-19T10:00:03Z,Franklin Foer: 'Big tech has been rattled. The conversation has changed'
2017-05-17T11:30:40Z,Cheap books, high price: why Amazon.com’s ‘one-click’ sales can cost authors dear
2016-11-07T08:10:06Z,I tried to do my shopping with Amazon Dash buttons so you don't have to
2016-09-02T12:12:18Z,Amazon Dash: does the world really need more little pieces of plastic?
2014-08-08T15:52:24Z,Bestselling authors take out full-page New York Times ad against Amazon
2014-05-27T18:59:54Z,Amazon war with Hachette over ebook profit margins intensifies
2014-05-28T15:48:52Z,The bookshop revolution: Can coops hold out against Amazon?
2014-06-20T12:54:07Z,Amazon cuts delays on JK Rowling novel after consumer pressure
2015-10-22T16:54:26Z,America’s got talent of a sobering variety | Emma Brockes
2015-06-22T10:00:10Z,In anyone’s language, AmazonCrossing is a hit
2014-01-28T10:42:23Z,Amazon tops customer satisfaction list
2014-10-08T15:35:35Z,European Commission to investigate Amazon's Luxembourg tax affairs
2014-08-01T12:04:18Z,Hachette ebook sales fall in wake of dispute with Amazon over pricing
2014-07-27T11:30:00Z,A single publisher going it alone won't counter the might of Amazon
2016-02-18T22:24:09Z,Coming from the creator of Transparent: I Love Dick, the TV version of cult novel
2015-07-02T09:48:51Z,Amazon set to pay self-published authors as little as $0.006 per page read
2016-01-30T12:00:24Z,The future of e-commerce: bricks and mortar
2016-02-16T11:30:13Z,Which is the best music streaming service?
2015-08-17T15:29:49Z,The tragedy behind Amazon’s toxic management fad | Andre Spicer
2015-03-20T13:48:08Z,Google 'illegally took content from Amazon, Yelp, TripAdvisor,' report finds
2016-02-07T22:00:08Z,EU proposals will force multinationals to disclose tax arrangements
2014-12-01T13:02:08Z,Amazon Christmas boycott campaign gathers weight
2015-06-11T15:31:12Z,European commission to investigate Amazon's ebook dominance
2015-12-24T12:23:42Z,Online retailers launch end-of-year sales ahead of Christmas
2014-11-03T20:20:17Z,Not all authors are bitter about Amazon | @guardianletters
2014-11-28T13:30:08Z,'Being homeless is better than working for Amazon'
2015-11-16T19:29:54Z,MEPs accuse US multinationals of diverting profits to low tax havens
2016-06-09T07:00:00Z,From YouTube to the blockchain: how music and tech are colliding in 2016
2015-01-13T15:19:29Z,Woody Allen to make first TV series for Amazon Prime
2014-12-16T19:05:32Z,Amazon refuses to compensate sellers for 1p price glitch
2015-06-24T17:29:41Z,Amazon's UK business paid just £11.9m in tax last year
2014-10-13T08:21:16Z,Amazon to hire 1,000 UK distribution staff
2015-12-16T11:36:54Z,Banned and dangerous weapons found for sale on Amazon.co.uk
2016-09-19T19:09:34Z,The Guardian view on technology’s ethical egotism: about profits not people | Editorial
2014-08-11T07:44:24Z,Amazon ebook pricing battle intensifies after 'Authors United' ad
2015-06-08T10:00:02Z,VAT changes are a mere nuisance for huge retailers, but a real blow to self-published authors
2014-04-17T12:55:35Z,Amazon workers in Germany strike
2015-04-24T11:12:14Z,EU warns of 'point of no return' if internet firms are not regulated soon
2015-06-21T11:00:07Z,Are drones really on the verge of delivering packages to your doorstep?
2014-09-24T07:48:13Z,Amazon launches Kindle Unlimited - a Netflix-for-books - in the UK
2015-12-16T11:37:39Z,The three illegal weapons bought over Amazon.co.uk
2014-08-25T14:41:26Z,Amazon and Hachette feud could rewrite the book on publishing
2014-06-06T11:57:05Z,Indie booksellers join Hachette's battle with Amazon
2014-07-04T11:57:57Z,Amazon-Hachette fight deepens with self-published authors and print bestsellers taking sides
2014-10-07T11:37:33Z,Amazon Fire Phone review: setting nothing ablaze
2015-01-16T18:34:00Z,Amazon EU Sarl paid too little tax, EU competition regulator says
2015-04-14T15:26:44Z,Can you really make a living by selling used books on Amazon for a penny?
2017-01-01T18:11:43Z,Algorithms: AI’s creepy control must be open to inspection
2014-12-15T19:51:36Z,Amazon sellers face financial uncertainty after 1p automated pricing glitch
2014-11-20T06:00:07Z,Amazon counts cost as Christmas veto campaign gathers momentum
2014-10-24T11:29:19Z,Amazon writes off $170m on unsold Fire Phones
2015-06-25T10:36:52Z,Amazon's 'pay-per-page' plan could alter writing as well as royalties
2014-11-27T11:35:28Z,Amazon Kindle Voyage review: expensive but top quality e-reader
2015-08-22T23:03:05Z,Once, firms cherished their workers. Now they are seen as disposable  | Will Hutton
2014-02-18T19:53:40Z,Marks & Spencer takes control of its online store from Amazon
2016-01-12T20:00:45Z,The Guardian view on taxing big business: let’s end the race to the bottom | Editorial
2014-12-16T07:00:11Z,Shoppers still receiving misleading advice on faulty goods, Which? says
2013-10-28T12:09:24Z,Amazon should shelve the reading recommendations
2014-11-14T07:30:03Z,FTC in talks with Apple over health data protection – Open Thread
2015-05-28T09:49:50Z,Robots won't smash our creativity, they'll enhance it
2014-03-04T13:42:57Z,Anne Rice signs petition to protest bullying of authors on Amazon
2014-11-10T07:30:03Z,Facebook adds more ways to control news feed – today's Open Thread
2014-08-26T20:15:07Z,Amazon's $1bn deal for video streaming site Twitch is latest battle with Google
2014-10-30T10:10:55Z,Grand Theft Auto Online and Twitch windfall key to Take-Two financials
2015-06-22T10:12:54Z,Computer says no: Amazon uses AI to combat fake reviews
2015-06-23T06:00:01Z,Amazon Kindle Paperwhite 2015 review: the sharpest and best yet
2015-08-02T11:30:02Z,Amazon Studios chief: data isn't everything as retailer looks at big picture
2015-07-30T16:24:54Z,Top Gear's Clarkson, Hammond and May to make new show for Amazon
2017-08-04T05:00:34Z,Philip Pullman leads writers condemning 'pernicious' book discounts
2015-08-25T11:38:50Z,Jeremy Clarkson's Amazon show won't get a big UK audience, says Piers Morgan
2015-04-23T11:17:42Z,Amazon to deliver parcels directly to car boots
2015-10-19T19:00:01Z,Can you sue an Amazon reviewer for being stupid as well as fake? | Stuart Heritage
2015-01-19T16:30:33Z,Amazon moves into film production
2015-07-23T21:58:25Z,Amazon stock surge makes CEO Jeff Bezos $7bn richer in 45 minutes
2016-06-10T13:26:42Z,Amazon Fresh is a triumph for the culture of instant gratification | Masuma Rahim
2016-07-06T18:57:45Z,Amazon says 'business as usual' with plans to hire 1,000 extra staff
2016-06-21T20:16:07Z,Amazon and Google's drone delivery plans hit snag with new US regulations
2016-10-28T15:32:24Z,Erotic stories by Anaïs Nin consigned to Amazon's adult content 'dungeon'
2017-06-09T11:50:11Z,Taylor Swift's back catalogue returns to streaming services
2017-04-21T04:07:58Z,Push to impose GST on all imported online goods breaches best-practice rules
2016-05-03T17:57:05Z,Amazon Fresh food deliveries 'to start this month in UK'
2016-04-25T10:13:57Z,Games and films become members-only as Amazon pushes Prime
2016-04-26T09:00:15Z,Authors lose out again in Amazon pay-per-page scam
2017-09-21T18:40:32Z,The Guardian view on markets: buyer, beware | Editorial
2014-11-24T06:00:05Z,Amazon to open fashion photography studio in east London by summer 2015
2016-03-13T18:16:18Z,SXSW: the secret festival gathering for 20 US mayors with tech agendas
2014-11-21T12:25:11Z,Amazon to offer Washington Post app for free to Fire tablet owners
2014-06-20T13:51:29Z,How Amazon is holding Hachette hostage
2016-05-09T12:07:49Z,HMV moves ahead of Tesco as second biggest entertainment retailer
2014-09-09T11:16:11Z,Twitch's CEO stays defiant despite Amazon takeover of company
2014-08-13T11:15:33Z,Amazon launches card payments tool for small businesses
2015-08-22T23:04:05Z,Why the workplace of 2016 could echo Orwell’s 1984
2014-07-10T13:47:57Z,Allan Ahlberg refuses Amazon-sponsored Booktrust award
2015-07-30T11:00:10Z,The imminent invasion of social commerce
2017-11-20T06:00:21Z,How much …? The rise of dynamic and personalised pricing
2016-02-23T12:50:25Z,Canadian serial killer's self-published memoir reaches Amazon
2016-05-10T17:56:10Z,Amazon jumps the price gun as Morrisons staples go online early
2016-02-29T13:44:40Z,Amazon and Morrisons tie-up: a customer's guide
2016-06-21T20:09:55Z,Free credits in your Amazon account? Apple pays up after price-fixing suit
2017-05-25T13:36:19Z,How we integrated off-platform at the Guardian
2016-01-25T12:54:58Z,Manchester-by-the-Sea nets Amazon deal
2016-03-15T08:30:09Z,Amazon delivering knives without age checks, Guardian investigation finds
2017-04-19T13:50:20Z,Online retailers failed to pay up to £1.5bn in VAT last year, says watchdog
2017-12-16T16:00:06Z,US mall operators must buy into e-retail and new use of space
2013-05-16T19:50:29Z,Amazon faces whistleblower's claims over UK business tax practices
2014-07-19T23:05:23Z,Kindle Unlimited: it's the end of losing yourself in a good book
2015-04-07T06:30:05Z,We need ground rules if drone technology is to take off
2014-09-16T12:07:00Z,International tax rule updates to be agreed by G20 countries
2013-04-08T09:26:16Z,Amazon backs down over Cornish-language children's book
2013-07-10T13:17:05Z,Amazon bags Game of Thrones author for its Jet City Comics imprint
2015-01-20T09:50:33Z,BlackBerry Classic review: the phone diehards have been waiting for
2013-04-24T23:31:00Z,Independent booksellers deliver Amazon taxation petition  to No 10
2013-05-16T13:45:57Z,How can Amazon pay tax on profits it doesn't make? | Alex Hern
2013-05-16T07:00:00Z,Fresh questions for Amazon over pittance it pays in tax
2014-09-25T12:15:10Z,Amazon.com's Jeff Bezos shows shareholders should look for more than Kindles and drones
2013-05-14T12:48:00Z,Amazon launches Coins virtual currency
2013-12-04T19:25:25Z,Amazon reveals quarter of Kindle ebook sales in US were for indie publishers
2014-12-11T11:16:09Z,Sony uses hacker techniques to fight back over stolen data
2013-11-12T11:40:59Z,New Google Moto G smartphone price and details leaked by Amazon UK
2014-11-29T07:00:07Z,The modern alternative to gift vouchers and cards
2015-01-21T11:44:31Z,Netflix speeds up global expansion plans
2013-08-08T14:23:01Z,Erotic romance author turned down Amazon publishing deal
2014-05-12T06:05:00Z,Amazon's set-top box, Fire TV, is set to top the games device market
2013-04-05T18:12:00Z,'I love Amazon and I hate Amazon, they're a necessary evil'
2017-10-01T06:00:10Z,Jeff Bezos has his shops, so now Mark Zuckerberg wants a whole town | John Naughton
2016-11-13T00:07:03Z,Help an Amazon driver: hotfoot it to the shops | Barbara Ellen
2017-06-01T17:31:05Z,Let me count the ways to hate Amazon’s new bookstore | Emma Brockes
2016-08-18T15:18:49Z,Amazon to open packing centre in Essex
2017-09-26T10:00:39Z,'From heroes to villains': tech industry faces bipartisan backlash in Washington
2017-10-27T15:46:29Z,US GDP growth beats forecasts; tech giants drive Nasdaq to record high – as it happened
2017-08-11T16:10:07Z,Sky faces paying extra £1.8bn for Premier League broadcast rights
2017-07-27T13:43:47Z,Sky chief gets £11.5m share payout as it reports profits slide
2016-11-16T14:59:39Z,Amazon to stream The Grand Tour in 200 countries and territories
2016-10-04T06:00:01Z,Google Home starts battle with Amazon for living rooms
2015-07-13T06:00:03Z,Amazon Fire HD Kids Edition tablet - review
2016-12-08T19:50:05Z,Feeling the heat from Brussels over tax? Then move to London
2015-08-05T13:50:05Z,Amazon, Best Buy and the free rider problem
2016-09-30T13:00:34Z,In the age of the algorithm, the human gatekeeper is back
2017-08-16T19:29:37Z,The fallout from Trump closing down his advisory panels is just beginning | Nils Pratley
2015-11-08T07:00:00Z,Amazon has cancelled my account and now I can’t access Audible books
